,label,lang,train,True or False
11207,__label__xuat_sac,ko,__label__xuat_sac,True
11208,__label__xuat_sac,vi,__label__tot,False
11209,__label__tot,ja,__label__tot,True
11210,__label__tot,vi,__label__tot,True
11211,__label__trung_binh,vi,__label__tot,False
11212,__label__tot,vi,__label__tot,True
11213,__label__trung_binh,vi,__label__trung_binh,True
11214,__label__xuat_sac,vi,__label__xuat_sac,True
11215,__label__trung_binh,vi,__label__trung_binh,True
11216,__label__tot,vi,__label__tot,True
11217,__label__trung_binh,vi,__label__trung_binh,True
11218,__label__xuat_sac,vi,__label__xuat_sac,True
11219,__label__tot,vi,__label__tot,True
11220,__label__tot,vi,__label__tot,True
11221,__label__kem,vi,__label__trung_binh,False
11222,__label__trung_binh,vi,__label__trung_binh,True
11223,__label__tot,vi,__label__tot,True
11224,__label__tot,vi,__label__tot,True
11225,__label__trung_binh,vi,__label__trung_binh,True
11226,__label__kem,vi,__label__kem,True
11227,__label__tot,vi,__label__tot,True
11228,__label__tot,vi,__label__tot,True
11229,__label__trung_binh,vi,__label__tot,False
11230,__label__tot,vi,__label__tot,True
11231,__label__xuat_sac,vi,__label__tot,False
11232,__label__tot,vi,__label__tot,True
11233,__label__tot,vi,__label__tot,True
11234,__label__trung_binh,vi,__label__trung_binh,True
11235,__label__tot,vi,__label__tot,True
11236,__label__tot,vi,__label__trung_binh,False
11237,__label__tot,vi,__label__tot,True
11238,__label__tot,vi,__label__tot,True
11239,__label__tot,vi,__label__tot,True
11240,__label__tot,vi,__label__tot,True
11241,__label__tot,vi,__label__tot,True
11242,__label__tot,vi,__label__tot,True
11243,__label__trung_binh,vi,__label__trung_binh,True
11244,__label__trung_binh,vi,__label__trung_binh,True
11245,__label__tot,vi,__label__tot,True
11246,__label__tot,vi,__label__tot,True
11247,__label__trung_binh,vi,__label__tot,False
11248,__label__trung_binh,vi,__label__trung_binh,True
11249,__label__trung_binh,vi,__label__trung_binh,True
11250,__label__trung_binh,vi,__label__trung_binh,True
11251,__label__trung_binh,vi,__label__trung_binh,True
11252,__label__tot,vi,__label__tot,True
11253,__label__trung_binh,vi,__label__trung_binh,True
11254,__label__trung_binh,vi,__label__trung_binh,True
11255,__label__trung_binh,vi,__label__trung_binh,True
11256,__label__trung_binh,vi,__label__trung_binh,True
11257,__label__trung_binh,vi,__label__trung_binh,True
11258,__label__trung_binh,vi,__label__tot,False
11259,__label__tot,vi,__label__tot,True
11260,__label__tot,vi,__label__tot,True
11261,__label__tot,vi,__label__tot,True
11262,__label__tot,vi,__label__tot,True
11263,__label__tot,vi,__label__tot,True
11264,__label__tot,vi,__label__trung_binh,False
11265,__label__tot,vi,__label__tot,True
11266,__label__tot,vi,__label__tot,True
11267,__label__trung_binh,vi,__label__trung_binh,True
11268,__label__xuat_sac,vi,__label__tot,False
11269,__label__tot,vi,__label__tot,True
11270,__label__trung_binh,vi,__label__trung_binh,True
11271,__label__trung_binh,vi,__label__trung_binh,True
11272,__label__trung_binh,vi,__label__trung_binh,True
11273,__label__tot,vi,__label__tot,True
11274,__label__xuat_sac,vi,__label__tot,False
11275,__label__tot,vi,__label__trung_binh,False
11276,__label__tot,vi,__label__tot,True
11277,__label__tot,vi,__label__tot,True
11278,__label__trung_binh,vi,__label__trung_binh,True
11279,__label__xuat_sac,vi,__label__xuat_sac,True
11280,__label__tot,vi,__label__tot,True
11281,__label__trung_binh,vi,__label__trung_binh,True
11282,__label__trung_binh,vi,__label__trung_binh,True
11283,__label__xuat_sac,vi,__label__xuat_sac,True
11284,__label__rat_kem,vi,__label__trung_binh,False
11285,__label__trung_binh,vi,__label__trung_binh,True
11286,__label__tot,vi,__label__tot,True
11287,__label__tot,vi,__label__tot,True
11288,__label__trung_binh,vi,__label__trung_binh,True
11289,__label__trung_binh,vi,__label__tot,False
11290,__label__trung_binh,vi,__label__trung_binh,True
11291,__label__kem,vi,__label__trung_binh,False
11292,__label__tot,vi,__label__trung_binh,False
11293,__label__tot,vi,__label__tot,True
11294,__label__xuat_sac,vi,__label__xuat_sac,True
11295,__label__tot,vi,__label__tot,True
11296,__label__tot,vi,__label__tot,True
11297,__label__trung_binh,vi,__label__trung_binh,True
11298,__label__tot,vi,__label__tot,True
11299,__label__tot,vi,__label__tot,True
11300,__label__tot,vi,__label__tot,True
11301,__label__trung_binh,vi,__label__trung_binh,True
11302,__label__tot,vi,__label__tot,True
11303,__label__trung_binh,vi,__label__trung_binh,True
11304,__label__trung_binh,vi,__label__trung_binh,True
11305,__label__kem,vi,__label__trung_binh,False
11306,__label__kem,vi,__label__kem,True
11307,__label__xuat_sac,vi,__label__xuat_sac,True
11308,__label__trung_binh,vi,__label__trung_binh,True
11309,__label__tot,vi,__label__tot,True
11310,__label__trung_binh,vi,__label__trung_binh,True
11311,__label__tot,vi,__label__tot,True
11312,__label__kem,vi,__label__trung_binh,False
11313,__label__tot,vi,__label__tot,True
11314,__label__xuat_sac,vi,__label__tot,False
11315,__label__tot,vi,__label__tot,True
11316,__label__tot,vi,__label__tot,True
11317,__label__tot,vi,__label__tot,True
11318,__label__trung_binh,vi,__label__trung_binh,True
11319,__label__xuat_sac,vi,__label__xuat_sac,True
11320,__label__tot,vi,__label__tot,True
11321,__label__tot,vi,__label__tot,True
11322,__label__tot,vi,__label__tot,True
11323,__label__tot,vi,__label__tot,True
11324,__label__tot,vi,__label__tot,True
11325,__label__tot,vi,__label__tot,True
11326,__label__tot,vi,__label__tot,True
11327,__label__tot,vi,__label__tot,True
11328,__label__tot,vi,__label__tot,True
11329,__label__tot,vi,__label__tot,True
11330,__label__trung_binh,vi,__label__xuat_sac,False
11331,__label__trung_binh,vi,__label__tot,False
11332,__label__tot,vi,__label__tot,True
11333,__label__tot,vi,__label__tot,True
11334,__label__tot,vi,__label__tot,True
11335,__label__tot,vi,__label__tot,True
11336,__label__tot,vi,__label__tot,True
11337,__label__tot,vi,__label__tot,True
11338,__label__xuat_sac,vi,__label__xuat_sac,True
11339,__label__trung_binh,vi,__label__tot,False
11340,__label__tot,vi,__label__xuat_sac,False
11341,__label__xuat_sac,vi,__label__xuat_sac,True
11342,__label__tot,vi,__label__tot,True
11343,__label__rat_kem,vi,__label__rat_kem,True
11344,__label__tot,vi,__label__tot,True
11345,__label__trung_binh,vi,__label__trung_binh,True
11346,__label__tot,vi,__label__tot,True
11347,__label__tot,vi,__label__tot,True
11348,__label__tot,vi,__label__tot,True
11349,__label__tot,vi,__label__tot,True
11350,__label__trung_binh,vi,__label__trung_binh,True
11351,__label__trung_binh,vi,__label__trung_binh,True
11352,__label__tot,vi,__label__tot,True
11353,__label__trung_binh,vi,__label__tot,False
11354,__label__xuat_sac,vi,__label__xuat_sac,True
11355,__label__kem,vi,__label__trung_binh,False
11356,__label__tot,vi,__label__tot,True
11357,__label__trung_binh,vi,__label__trung_binh,True
11358,__label__tot,vi,__label__xuat_sac,False
11359,__label__trung_binh,vi,__label__kem,False
11360,__label__kem,vi,__label__kem,True
11361,__label__trung_binh,vi,__label__trung_binh,True
11362,__label__tot,vi,__label__tot,True
11363,__label__trung_binh,vi,__label__trung_binh,True
11364,__label__tot,vi,__label__tot,True
11365,__label__kem,vi,__label__kem,True
11366,__label__trung_binh,vi,__label__tot,False
11367,__label__trung_binh,vi,__label__trung_binh,True
11368,__label__tot,vi,__label__tot,True
11369,__label__trung_binh,vi,__label__trung_binh,True
11370,__label__tot,vi,__label__tot,True
11371,__label__xuat_sac,vi,__label__xuat_sac,True
11372,__label__kem,vi,__label__kem,True
11373,__label__trung_binh,vi,__label__trung_binh,True
11374,__label__xuat_sac,vi,__label__xuat_sac,True
11375,__label__tot,vi,__label__tot,True
11376,__label__xuat_sac,vi,__label__xuat_sac,True
11377,__label__trung_binh,vi,__label__trung_binh,True
11378,__label__tot,vi,__label__tot,True
11379,__label__tot,vi,__label__tot,True
11380,__label__tot,vi,__label__tot,True
11381,__label__trung_binh,vi,__label__trung_binh,True
11382,__label__tot,vi,__label__tot,True
11383,__label__xuat_sac,vi,__label__xuat_sac,True
11384,__label__kem,vi,__label__kem,True
11385,__label__tot,vi,__label__tot,True
11386,__label__trung_binh,vi,__label__trung_binh,True
11387,__label__trung_binh,vi,__label__trung_binh,True
11388,__label__tot,vi,__label__tot,True
11389,__label__tot,vi,__label__tot,True
11390,__label__trung_binh,vi,__label__trung_binh,True
11391,__label__trung_binh,vi,__label__trung_binh,True
11392,__label__trung_binh,vi,__label__trung_binh,True
11393,__label__trung_binh,vi,__label__trung_binh,True
11394,__label__tot,vi,__label__tot,True
11395,__label__trung_binh,vi,__label__trung_binh,True
11396,__label__trung_binh,vi,__label__tot,False
11397,__label__kem,vi,__label__trung_binh,False
11398,__label__trung_binh,vi,__label__trung_binh,True
11399,__label__tot,vi,__label__tot,True
11400,__label__kem,vi,__label__kem,True
11401,__label__trung_binh,vi,__label__trung_binh,True
11402,__label__trung_binh,vi,__label__trung_binh,True
11403,__label__xuat_sac,vi,__label__xuat_sac,True
11404,__label__xuat_sac,vi,__label__xuat_sac,True
11405,__label__tot,vi,__label__tot,True
11406,__label__tot,vi,__label__xuat_sac,False
11407,__label__tot,vi,__label__tot,True
11408,__label__tot,vi,__label__tot,True
11409,__label__tot,vi,__label__tot,True
11410,__label__trung_binh,vi,__label__trung_binh,True
11411,__label__tot,vi,__label__tot,True
11412,__label__trung_binh,vi,__label__trung_binh,True
11413,__label__tot,vi,__label__tot,True
11414,__label__tot,vi,__label__tot,True
11415,__label__xuat_sac,vi,__label__xuat_sac,True
11416,__label__tot,vi,__label__tot,True
11417,__label__tot,vi,__label__trung_binh,False
11418,__label__tot,vi,__label__tot,True
11419,__label__trung_binh,vi,__label__trung_binh,True
11420,__label__tot,vi,__label__tot,True
11421,__label__tot,vi,__label__tot,True
11422,__label__tot,vi,__label__tot,True
11423,__label__tot,vi,__label__tot,True
11424,__label__trung_binh,vi,__label__trung_binh,True
11425,__label__trung_binh,vi,__label__tot,False
11426,__label__kem,vi,__label__kem,True
11427,__label__xuat_sac,vi,__label__tot,False
11428,__label__xuat_sac,vi,__label__xuat_sac,True
11429,__label__trung_binh,vi,__label__trung_binh,True
11430,__label__trung_binh,vi,__label__tot,False
11431,__label__tot,vi,__label__tot,True
11432,__label__xuat_sac,vi,__label__xuat_sac,True
11433,__label__tot,vi,__label__tot,True
11434,__label__trung_binh,vi,__label__trung_binh,True
11435,__label__kem,vi,__label__kem,True
11436,__label__tot,vi,__label__tot,True
11437,__label__xuat_sac,vi,__label__xuat_sac,True
11438,__label__tot,vi,__label__tot,True
11439,__label__kem,vi,__label__kem,True
11440,__label__tot,vi,__label__tot,True
11441,__label__trung_binh,vi,__label__trung_binh,True
11442,__label__tot,vi,__label__tot,True
11443,__label__tot,vi,__label__tot,True
11444,__label__trung_binh,vi,__label__trung_binh,True
11445,__label__tot,vi,__label__tot,True
11446,__label__tot,vi,__label__tot,True
11447,__label__trung_binh,vi,__label__trung_binh,True
11448,__label__tot,vi,__label__tot,True
11449,__label__trung_binh,vi,__label__trung_binh,True
11450,__label__trung_binh,vi,__label__trung_binh,True
11451,__label__tot,vi,__label__tot,True
11452,__label__tot,vi,__label__tot,True
11453,__label__trung_binh,vi,__label__trung_binh,True
11454,__label__trung_binh,vi,__label__trung_binh,True
11455,__label__trung_binh,vi,__label__trung_binh,True
11456,__label__trung_binh,vi,__label__tot,False
11457,__label__trung_binh,vi,__label__trung_binh,True
11458,__label__trung_binh,vi,__label__trung_binh,True
11459,__label__xuat_sac,vi,__label__xuat_sac,True
11460,__label__tot,vi,__label__tot,True
11461,__label__tot,vi,__label__tot,True
11462,__label__kem,vi,__label__kem,True
11463,__label__rat_kem,vi,__label__rat_kem,True
11464,__label__trung_binh,vi,__label__tot,False
11465,__label__kem,vi,__label__kem,True
11466,__label__trung_binh,vi,__label__trung_binh,True
11467,__label__tot,vi,__label__tot,True
11468,__label__trung_binh,vi,__label__trung_binh,True
11469,__label__tot,vi,__label__xuat_sac,False
11470,__label__trung_binh,vi,__label__tot,False
11471,__label__kem,vi,__label__kem,True
11472,__label__xuat_sac,vi,__label__tot,False
11473,__label__xuat_sac,vi,__label__xuat_sac,True
11474,__label__xuat_sac,vi,__label__xuat_sac,True
11475,__label__tot,vi,__label__tot,True
11476,__label__trung_binh,vi,__label__trung_binh,True
11477,__label__tot,vi,__label__tot,True
11478,__label__trung_binh,vi,__label__tot,False
11479,__label__kem,vi,__label__trung_binh,False
11480,__label__tot,vi,__label__tot,True
11481,__label__tot,vi,__label__tot,True
11482,__label__xuat_sac,vi,__label__tot,False
11483,__label__tot,vi,__label__tot,True
11484,__label__tot,vi,__label__tot,True
11485,__label__trung_binh,vi,__label__trung_binh,True
11486,__label__trung_binh,vi,__label__tot,False
11487,__label__trung_binh,vi,__label__trung_binh,True
11488,__label__trung_binh,vi,__label__trung_binh,True
11489,__label__tot,vi,__label__tot,True
11490,__label__trung_binh,vi,__label__trung_binh,True
11491,__label__trung_binh,vi,__label__trung_binh,True
11492,__label__tot,vi,__label__tot,True
11493,__label__tot,vi,__label__tot,True
11494,__label__trung_binh,vi,__label__trung_binh,True
11495,__label__trung_binh,vi,__label__tot,False
11496,__label__trung_binh,vi,__label__trung_binh,True
11497,__label__kem,vi,__label__kem,True
11498,__label__trung_binh,vi,__label__trung_binh,True
11499,__label__kem,tl,__label__trung_binh,False
11500,__label__tot,vi,__label__tot,True
11501,__label__trung_binh,vi,__label__trung_binh,True
11502,__label__tot,vi,__label__tot,True
11503,__label__tot,vi,__label__trung_binh,False
11504,__label__tot,vi,__label__tot,True
11505,__label__trung_binh,vi,__label__trung_binh,True
11506,__label__tot,vi,__label__tot,True
11507,__label__tot,vi,__label__trung_binh,False
11508,__label__tot,vi,__label__tot,True
11509,__label__tot,vi,__label__tot,True
11510,__label__kem,vi,__label__kem,True
11511,__label__tot,vi,__label__xuat_sac,False
11512,__label__tot,vi,__label__tot,True
11513,__label__trung_binh,vi,__label__trung_binh,True
11514,__label__trung_binh,vi,__label__tot,False
11515,__label__tot,vi,__label__tot,True
11516,__label__tot,vi,__label__tot,True
11517,__label__trung_binh,vi,__label__trung_binh,True
11518,__label__xuat_sac,vi,__label__xuat_sac,True
11519,__label__xuat_sac,vi,__label__xuat_sac,True
11520,__label__trung_binh,vi,__label__trung_binh,True
11521,__label__trung_binh,vi,__label__trung_binh,True
11522,__label__xuat_sac,en,__label__xuat_sac,True
11523,__label__trung_binh,zh-cn,__label__trung_binh,True
11524,__label__kem,vi,__label__trung_binh,False
11525,__label__tot,vi,__label__trung_binh,False
11526,__label__trung_binh,vi,__label__trung_binh,True
11527,__label__tot,vi,__label__tot,True
11528,__label__tot,vi,__label__tot,True
11529,__label__trung_binh,vi,__label__trung_binh,True
11530,__label__tot,vi,__label__tot,True
11531,__label__tot,vi,__label__tot,True
11532,__label__xuat_sac,vi,__label__xuat_sac,True
11533,__label__tot,ko,__label__xuat_sac,False
11534,__label__xuat_sac,vi,__label__trung_binh,False
11535,__label__tot,vi,__label__tot,True
11536,__label__trung_binh,vi,__label__trung_binh,True
11537,__label__tot,vi,__label__tot,True
11538,__label__tot,vi,__label__tot,True
11539,__label__trung_binh,vi,__label__trung_binh,True
11540,__label__trung_binh,vi,__label__trung_binh,True
11541,__label__trung_binh,vi,__label__trung_binh,True
11542,__label__trung_binh,ko,__label__trung_binh,True
11543,__label__tot,vi,__label__tot,True
11544,__label__tot,vi,__label__tot,True
11545,__label__tot,vi,__label__tot,True
11546,__label__tot,vi,__label__tot,True
11547,__label__xuat_sac,vi,__label__trung_binh,False
11548,__label__trung_binh,vi,__label__trung_binh,True
11549,__label__trung_binh,vi,__label__tot,False
11550,__label__trung_binh,vi,__label__trung_binh,True
11551,__label__trung_binh,vi,__label__tot,False
11552,__label__trung_binh,vi,__label__trung_binh,True
11553,__label__tot,zh-cn,__label__tot,True
11554,__label__xuat_sac,zh-cn,__label__xuat_sac,True
11555,__label__tot,vi,__label__tot,True
11556,__label__kem,vi,__label__kem,True
11557,__label__trung_binh,vi,__label__tot,False
11558,__label__kem,vi,__label__kem,True
11559,__label__tot,vi,__label__tot,True
11560,__label__trung_binh,vi,__label__trung_binh,True
11561,__label__trung_binh,vi,__label__trung_binh,True
11562,__label__tot,vi,__label__xuat_sac,False
11563,__label__kem,vi,__label__kem,True
11564,__label__tot,vi,__label__tot,True
11565,__label__trung_binh,vi,__label__tot,False
11566,__label__tot,vi,__label__trung_binh,False
11567,__label__tot,vi,__label__tot,True
11568,__label__tot,vi,__label__tot,True
11569,__label__trung_binh,vi,__label__trung_binh,True
11570,__label__xuat_sac,vi,__label__tot,False
11571,__label__kem,vi,__label__trung_binh,False
11572,__label__trung_binh,vi,__label__trung_binh,True
11573,__label__tot,vi,__label__tot,True
11574,__label__trung_binh,vi,__label__trung_binh,True
11575,__label__tot,vi,__label__trung_binh,False
11576,__label__tot,vi,__label__tot,True
11577,__label__xuat_sac,vi,__label__xuat_sac,True
11578,__label__trung_binh,vi,__label__trung_binh,True
11579,__label__tot,vi,__label__tot,True
11580,__label__trung_binh,vi,__label__tot,False
11581,__label__tot,vi,__label__tot,True
11582,__label__tot,zh-cn,__label__tot,True
11583,__label__tot,vi,__label__tot,True
11584,__label__tot,vi,__label__tot,True
11585,__label__trung_binh,vi,__label__trung_binh,True
11586,__label__trung_binh,vi,__label__trung_binh,True
11587,__label__kem,vi,__label__trung_binh,False
11588,__label__trung_binh,vi,__label__trung_binh,True
11589,__label__tot,vi,__label__trung_binh,False
11590,__label__tot,vi,__label__tot,True
11591,__label__tot,vi,__label__tot,True
11592,__label__trung_binh,vi,__label__trung_binh,True
11593,__label__xuat_sac,vi,__label__tot,False
11594,__label__tot,vi,__label__tot,True
11595,__label__tot,vi,__label__tot,True
11596,__label__trung_binh,vi,__label__trung_binh,True
11597,__label__kem,vi,__label__kem,True
11598,__label__tot,vi,__label__tot,True
11599,__label__kem,vi,__label__kem,True
11600,__label__kem,vi,__label__kem,True
11601,__label__trung_binh,vi,__label__trung_binh,True
11602,__label__tot,vi,__label__tot,True
11603,__label__xuat_sac,vi,__label__xuat_sac,True
11604,__label__trung_binh,vi,__label__trung_binh,True
11605,__label__trung_binh,vi,__label__trung_binh,True
11606,__label__tot,vi,__label__tot,True
11607,__label__tot,vi,__label__tot,True
11608,__label__xuat_sac,vi,__label__xuat_sac,True
11609,__label__kem,vi,__label__kem,True
11610,__label__trung_binh,vi,__label__tot,False
11611,__label__tot,vi,__label__tot,True
11612,__label__trung_binh,vi,__label__trung_binh,True
11613,__label__trung_binh,vi,__label__trung_binh,True
11614,__label__tot,vi,__label__tot,True
11615,__label__tot,vi,__label__xuat_sac,False
11616,__label__tot,vi,__label__tot,True
11617,__label__trung_binh,vi,__label__trung_binh,True
11618,__label__trung_binh,vi,__label__trung_binh,True
11619,__label__kem,vi,__label__kem,True
11620,__label__trung_binh,vi,__label__trung_binh,True
11621,__label__trung_binh,vi,__label__trung_binh,True
11622,__label__xuat_sac,vi,__label__xuat_sac,True
11623,__label__tot,vi,__label__tot,True
11624,__label__tot,vi,__label__tot,True
11625,__label__tot,vi,__label__tot,True
11626,__label__tot,vi,__label__tot,True
11627,__label__tot,vi,__label__trung_binh,False
11628,__label__trung_binh,vi,__label__trung_binh,True
11629,__label__tot,vi,__label__tot,True
11630,__label__tot,vi,__label__tot,True
11631,__label__trung_binh,vi,__label__trung_binh,True
11632,__label__xuat_sac,vi,__label__tot,False
11633,__label__trung_binh,vi,__label__trung_binh,True
11634,__label__kem,vi,__label__trung_binh,False
11635,__label__kem,vi,__label__kem,True
11636,__label__trung_binh,vi,__label__trung_binh,True
11637,__label__tot,vi,__label__tot,True
11638,__label__kem,vi,__label__kem,True
11639,__label__tot,vi,__label__tot,True
11640,__label__tot,vi,__label__tot,True
11641,__label__trung_binh,vi,__label__trung_binh,True
11642,__label__rat_kem,vi,__label__kem,False
11643,__label__tot,vi,__label__tot,True
11644,__label__trung_binh,vi,__label__trung_binh,True
11645,__label__trung_binh,vi,__label__trung_binh,True
11646,__label__tot,vi,__label__tot,True
11647,__label__trung_binh,vi,__label__trung_binh,True
11648,__label__trung_binh,vi,__label__trung_binh,True
11649,__label__tot,vi,__label__tot,True
11650,__label__kem,vi,__label__tot,False
11651,__label__trung_binh,vi,__label__trung_binh,True
11652,__label__xuat_sac,vi,__label__xuat_sac,True
11653,__label__trung_binh,vi,__label__kem,False
11654,__label__xuat_sac,vi,__label__xuat_sac,True
11655,__label__tot,vi,__label__tot,True
11656,__label__tot,vi,__label__tot,True
11657,__label__trung_binh,vi,__label__trung_binh,True
11658,__label__trung_binh,vi,__label__tot,False
11659,__label__tot,vi,__label__tot,True
11660,__label__tot,vi,__label__tot,True
11661,__label__tot,vi,__label__tot,True
11662,__label__trung_binh,vi,__label__trung_binh,True
11663,__label__tot,vi,__label__tot,True
11664,__label__tot,vi,__label__tot,True
11665,__label__xuat_sac,vi,__label__tot,False
11666,__label__tot,vi,__label__tot,True
11667,__label__tot,vi,__label__tot,True
11668,__label__xuat_sac,vi,__label__tot,False
11669,__label__kem,vi,__label__kem,True
11670,__label__kem,vi,__label__kem,True
11671,__label__trung_binh,vi,__label__trung_binh,True
11672,__label__kem,vi,__label__trung_binh,False
11673,__label__tot,vi,__label__tot,True
11674,__label__trung_binh,vi,__label__trung_binh,True
11675,__label__kem,vi,__label__kem,True
11676,__label__trung_binh,vi,__label__trung_binh,True
11677,__label__tot,vi,__label__tot,True
11678,__label__trung_binh,vi,__label__trung_binh,True
11679,__label__xuat_sac,vi,__label__xuat_sac,True
11680,__label__tot,vi,__label__tot,True
11681,__label__xuat_sac,vi,__label__xuat_sac,True
11682,__label__tot,vi,__label__tot,True
11683,__label__tot,vi,__label__tot,True
11684,__label__trung_binh,vi,__label__tot,False
11685,__label__kem,vi,__label__kem,True
11686,__label__tot,vi,__label__xuat_sac,False
11687,__label__tot,vi,__label__trung_binh,False
11688,__label__tot,vi,__label__tot,True
11689,__label__trung_binh,vi,__label__trung_binh,True
11690,__label__tot,vi,__label__tot,True
11691,__label__kem,vi,__label__kem,True
11692,__label__tot,vi,__label__tot,True
11693,__label__rat_kem,vi,__label__rat_kem,True
11694,__label__tot,vi,__label__tot,True
11695,__label__tot,vi,__label__tot,True
11696,__label__trung_binh,vi,__label__trung_binh,True
11697,__label__tot,vi,__label__tot,True
11698,__label__xuat_sac,vi,__label__xuat_sac,True
11699,__label__tot,vi,__label__tot,True
11700,__label__xuat_sac,vi,__label__xuat_sac,True
11701,__label__kem,vi,__label__kem,True
11702,__label__tot,vi,__label__tot,True
11703,__label__kem,vi,__label__kem,True
11704,__label__tot,vi,__label__tot,True
11705,__label__tot,vi,__label__tot,True
11706,__label__tot,vi,__label__tot,True
11707,__label__rat_kem,vi,__label__kem,False
11708,__label__tot,vi,__label__tot,True
11709,__label__tot,vi,__label__tot,True
11710,__label__tot,vi,__label__tot,True
11711,__label__tot,vi,__label__tot,True
11712,__label__xuat_sac,vi,__label__xuat_sac,True
11713,__label__trung_binh,vi,__label__trung_binh,True
11714,__label__trung_binh,vi,__label__tot,False
11715,__label__tot,vi,__label__tot,True
11716,__label__tot,vi,__label__tot,True
11717,__label__tot,vi,__label__tot,True
11718,__label__tot,vi,__label__tot,True
11719,__label__tot,vi,__label__tot,True
11720,__label__tot,vi,__label__tot,True
11721,__label__trung_binh,vi,__label__trung_binh,True
11722,__label__xuat_sac,vi,__label__tot,False
11723,__label__tot,vi,__label__tot,True
11724,__label__xuat_sac,vi,__label__xuat_sac,True
11725,__label__tot,vi,__label__tot,True
11726,__label__xuat_sac,vi,__label__xuat_sac,True
11727,__label__xuat_sac,vi,__label__xuat_sac,True
11728,__label__xuat_sac,vi,__label__xuat_sac,True
11729,__label__trung_binh,vi,__label__trung_binh,True
11730,__label__xuat_sac,vi,__label__tot,False
11731,__label__xuat_sac,vi,__label__xuat_sac,True
11732,__label__xuat_sac,vi,__label__xuat_sac,True
11733,__label__tot,vi,__label__tot,True
11734,__label__xuat_sac,vi,__label__xuat_sac,True
11735,__label__tot,vi,__label__tot,True
11736,__label__xuat_sac,vi,__label__tot,False
11737,__label__trung_binh,vi,__label__trung_binh,True
11738,__label__tot,vi,__label__tot,True
11739,__label__xuat_sac,vi,__label__xuat_sac,True
11740,__label__tot,vi,__label__xuat_sac,False
11741,__label__tot,vi,__label__trung_binh,False
11742,__label__trung_binh,vi,__label__trung_binh,True
11743,__label__xuat_sac,vi,__label__xuat_sac,True
11744,__label__xuat_sac,vi,__label__tot,False
11745,__label__xuat_sac,vi,__label__xuat_sac,True
11746,__label__tot,vi,__label__tot,True
11747,__label__tot,vi,__label__tot,True
11748,__label__tot,vi,__label__trung_binh,False
11749,__label__trung_binh,vi,__label__trung_binh,True
11750,__label__tot,vi,__label__tot,True
11751,__label__kem,vi,__label__tot,False
11752,__label__xuat_sac,vi,__label__tot,False
11753,__label__trung_binh,vi,__label__kem,False
11754,__label__trung_binh,vi,__label__trung_binh,True
11755,__label__kem,vi,__label__kem,True
11756,__label__trung_binh,vi,__label__trung_binh,True
11757,__label__rat_kem,vi,__label__rat_kem,True
11758,__label__xuat_sac,vi,__label__tot,False
11759,__label__xuat_sac,vi,__label__tot,False
11760,__label__tot,vi,__label__tot,True
11761,__label__xuat_sac,vi,__label__xuat_sac,True
11762,__label__xuat_sac,vi,__label__xuat_sac,True
11763,__label__tot,vi,__label__tot,True
11764,__label__xuat_sac,vi,__label__xuat_sac,True
11765,__label__xuat_sac,vi,__label__tot,False
11766,__label__xuat_sac,vi,__label__xuat_sac,True
11767,__label__tot,vi,__label__tot,True
11768,__label__xuat_sac,vi,__label__xuat_sac,True
11769,__label__tot,vi,__label__tot,True
11770,__label__xuat_sac,vi,__label__xuat_sac,True
11771,__label__trung_binh,vi,__label__trung_binh,True
11772,__label__tot,vi,__label__tot,True
11773,__label__xuat_sac,vi,__label__xuat_sac,True
11774,__label__tot,vi,__label__tot,True
11775,__label__xuat_sac,vi,__label__tot,False
11776,__label__tot,vi,__label__tot,True
11777,__label__tot,vi,__label__tot,True
11778,__label__xuat_sac,vi,__label__xuat_sac,True
11779,__label__xuat_sac,vi,__label__xuat_sac,True
11780,__label__tot,vi,__label__trung_binh,False
11781,__label__tot,vi,__label__tot,True
11782,__label__tot,vi,__label__tot,True
11783,__label__tot,vi,__label__tot,True
11784,__label__tot,vi,__label__tot,True
11785,__label__xuat_sac,vi,__label__xuat_sac,True
11786,__label__tot,vi,__label__tot,True
11787,__label__xuat_sac,vi,__label__tot,False
11788,__label__xuat_sac,vi,__label__xuat_sac,True
11789,__label__xuat_sac,vi,__label__xuat_sac,True
11790,__label__xuat_sac,vi,__label__xuat_sac,True
11791,__label__xuat_sac,vi,__label__xuat_sac,True
11792,__label__xuat_sac,vi,__label__xuat_sac,True
11793,__label__tot,vi,__label__tot,True
11794,__label__tot,vi,__label__tot,True
11795,__label__xuat_sac,vi,__label__xuat_sac,True
11796,__label__tot,vi,__label__tot,True
11797,__label__tot,vi,__label__tot,True
11798,__label__tot,vi,__label__tot,True
11799,__label__tot,vi,__label__tot,True
11800,__label__kem,vi,__label__kem,True
11801,__label__tot,vi,__label__tot,True
11802,__label__trung_binh,vi,__label__trung_binh,True
11803,__label__tot,vi,__label__xuat_sac,False
11804,__label__tot,vi,__label__tot,True
11805,__label__tot,vi,__label__tot,True
11806,__label__tot,vi,__label__tot,True
11807,__label__trung_binh,vi,__label__trung_binh,True
11808,__label__kem,vi,__label__kem,True
11809,__label__xuat_sac,vi,__label__xuat_sac,True
11810,__label__tot,vi,__label__tot,True
11811,__label__tot,vi,__label__tot,True
11812,__label__trung_binh,vi,__label__tot,False
11813,__label__tot,vi,__label__tot,True
11814,__label__xuat_sac,vi,__label__xuat_sac,True
